Word,Available,,TRUE,FALSE
doseja,TRUE,,,
dosser,TRUE,,,
dossin,TRUE,,,
doszha,TRUE,,,
dot,FALSE,,,
dotard,TRUE,,,
dotcom,FALSE,,,
dotish,TRUE,,,
dotteh,TRUE,,,
doubie,TRUE,,,
double,FALSE,,,
doubt,TRUE,,,
doubya,TRUE,,,
douche,TRUE,,,
doufas,TRUE,,,
douged,TRUE,,,
douger,TRUE,,,
dough,FALSE,,,
doughy,TRUE,,,
dougne,TRUE,,,
doujin,TRUE,,,
doujsa,TRUE,,,
down,TRUE,,,
downin,TRUE,,,
doyler,TRUE,,,
doylum,TRUE,,,
doyou,TRUE,,,
dozen,FALSE,,,
dozens,TRUE,,,
dozer,FALSE,,,
dozink,TRUE,,,
dpeps,TRUE,,,
dpg,FALSE,,,
drabid,TRUE,,,
drache,TRUE,,,
draft,FALSE,,,
drag,FALSE,,,
dragid,TRUE,,,
dragon,FALSE,,,
draike,TRUE,,,
drain,FALSE,,,
draino,TRUE,,,
draked,TRUE,,,
drakey,TRUE,,,
drama,FALSE,,,
drarin,TRUE,,,
drarok,TRUE,,,
drater,TRUE,,,
draven,FALSE,,,
dravic,TRUE,,,
draw,FALSE,,,
drawer,TRUE,,,
drawin,TRUE,,,
drayen,TRUE,,,
drazen,TRUE,,,
drcray,TRUE,,,
drdre,FALSE,,,
dreads,FALSE,,,
dream,FALSE,,,
dreama,FALSE,,,
dreamy,FALSE,,,
dredge,FALSE,,,
dreedy,TRUE,,,
dress,TRUE,,,
dreums,TRUE,,,
drevil,FALSE,,,
drewpy,TRUE,,,
drfunk,TRUE,,,
dridge,TRUE,,,
dried,TRUE,,,
drift,FALSE,,,
drill,FALSE,,,
dring,TRUE,,,
drink,FALSE,,,
drippe,TRUE,,,
drityd,TRUE,,,
drive,FALSE,,,
drivel,TRUE,,,
driver,FALSE,,,
drized,TRUE,,,
drizza,TRUE,,,
drizzy,TRUE,,,
drkupo,TRUE,,,
drlove,TRUE,,,
drmaul,TRUE,,,
drogue,TRUE,,,
drojas,TRUE,,,
droken,TRUE,,,
droned,TRUE,,,
drongo,FALSE,,,
dronka,TRUE,,,
droomp,TRUE,,,
droopy,FALSE,,,
drop,FALSE,,,
dropsy,TRUE,,,
drown,TRUE,,,
drozzt,TRUE,,,
drug,FALSE,,,
druggy,TRUE,,,
drum,TRUE,,,
drunk,FALSE,,,
drunkd,TRUE,,,
drunko,TRUE,,,
dry,FALSE,,,
drylab,TRUE,,,
dslap,TRUE,,,
dsmiv,TRUE,,,
dtamfs,TRUE,,,
dtown,TRUE,,,
dtzamn,TRUE,,,
dubbed,FALSE,,,
dubbin,TRUE,,,
dubbya,TRUE,,,
dubeta,TRUE,,,
dubics,TRUE,,,
dubyah,TRUE,,,
ducati,FALSE,,,
ducats,TRUE,,,
duck,FALSE,,,
duckee,FALSE,,,
ducket,TRUE,,,
duckin,TRUE,,,
duckmo,TRUE,,,
dudder,TRUE,,,
dudely,TRUE,,,
dudero,TRUE,,,
dudess,TRUE,,,
dudity,TRUE,,,
due,FALSE,,,
dueces,TRUE,,,
duegan,TRUE,,,
duffel,TRUE,,,
duffer,TRUE,,,
duffet,TRUE,,,
dufiki,TRUE,,,
duford,TRUE,,,
duggin,TRUE,,,
dugong,FALSE,,,
dugout,FALSE,,,
duhoss,TRUE,,,
duhshe,TRUE,,,
duking,TRUE,,,
dukkar,TRUE,,,
duknuz,TRUE,,,
dullow,TRUE,,,
dumais,TRUE,,,
dumass,FALSE,,,
dumb,FALSE,,,
dumbb,TRUE,,,
dumber,TRUE,,,
dumbie,TRUE,,,
dumble,TRUE,,,
dumbot,TRUE,,,
dumbty,TRUE,,,
dumbys,TRUE,,,
dump,FALSE,,,
dumpan,TRUE,,,
dumper,FALSE,,,
dumpin,FALSE,,,
dumple,TRUE,,,
dumpus,TRUE,,,
dundee,FALSE,,,
dunder,TRUE,,,
dunfer,TRUE,,,
dungee,TRUE,,,
dunit,TRUE,,,
dunked,TRUE,,,
dunkey,TRUE,,,
dunkie,FALSE,,,
dunkin,TRUE,,,
dunlap,TRUE,,,
dunlop,FALSE,,,
dunner,TRUE,,,
dunnie,FALSE,,,
dunsel,TRUE,,,
dunup,TRUE,,,
duplex,FALSE,,,
dupnut,TRUE,,,
dupped,TRUE,,,
duppie,TRUE,,,
durag,TRUE,,,
durand,TRUE,,,
durdee,TRUE,,,
durden,TRUE,,,
durder,TRUE,,,
durhay,TRUE,,,
during,TRUE,,,
durrie,TRUE,,,
durrin,TRUE,,,
durrty,TRUE,,,
dushan,TRUE,,,
dust,FALSE,,,
dusted,FALSE,,,
Dutch,FALSE,,,
dutchy,FALSE,,,
duty,TRUE,,,
dvdato,TRUE,,,
dware,TRUE,,,
dwippo,TRUE,,,
dx397,TRUE,,,
dyakul,TRUE,,,
dyanna,TRUE,,,
dying,TRUE,,,
dylate,TRUE,,,
dyndns,TRUE,,,
dyofdw,TRUE,,,
dziwka,FALSE,,,
each,TRUE,,,
ead,FALSE,,,
eae,TRUE,,,
eager,FALSE,,,
ear,FALSE,,,
earjob,TRUE,,,
earlee,TRUE,,,
early,TRUE,,,
earn,FALSE,,,
earsex,FALSE,,,
earth,FALSE,,,
earwad,TRUE,,,
ease,FALSE,,,
easily,TRUE,,,
east,FALSE,,,
easter,FALSE,,,
eastie,TRUE,,,
easy,FALSE,,,
easye,TRUE,,,
eat,FALSE,,,
eating,TRUE,,,
eatit,FALSE,,,
eatme,FALSE,,,
eatpoo,TRUE,,,
eatup,TRUE,,,
eawhe,TRUE,,,
eazye,FALSE,,,
ebbutt,TRUE,,,
ebola,FALSE,,,
eboner,FALSE,,,
eboney,FALSE,,,
ecctos,TRUE,,,
echo,FALSE,,,
ecola,TRUE,,,
eddert,TRUE,,,
edge,FALSE,,,
edgies,TRUE,,,
edipus,TRUE,,,
edit,TRUE,,,
editor,FALSE,,,
edrush,TRUE,,,
eediat,TRUE,,,
eediot,TRUE,,,
eekahh,TRUE,,,
eeleet,TRUE,,,
eening,TRUE,,,
eeprom,TRUE,,,
effect,FALSE,,,
effing,TRUE,,,
effney,TRUE,,,
effort,TRUE,,,
effron,TRUE,,,
egads,TRUE,,,
egasm,TRUE,,,
egg,FALSE,,,
eggboy,FALSE,,,
eggman,FALSE,,,
eggnog,TRUE,,,
eggwad,TRUE,,,
ego,FALSE,,,
egoboo,TRUE,,,
egs,FALSE,,,
eight,FALSE,,,
eighth,FALSE,,,
eil132,TRUE,,,
eimear,FALSE,,,
eirlys,TRUE,,,
eisnor,TRUE,,,
either,TRUE,,,
elated,TRUE,,,
elatha,TRUE,,,
elbow,TRUE,,,
elbows,TRUE,,,
elcid,TRUE,,,
elder,FALSE,,,
elect,FALSE,,,
eleven,FALSE,,,
elhaym,TRUE,,,
elite,FALSE,,,
elixar,TRUE,,,
ellest,TRUE,,,
elrond,TRUE,,,
elroys,TRUE,,,
else,FALSE,,,
elysia,TRUE,,,
email,FALSE,,,
e-mail,FALSE,,,
emarie,TRUE,,,
emaul,TRUE,,,
embohl,TRUE,,,
emelie,TRUE,,,
emenem,TRUE,,,
emenex,TRUE,,,
emerge,FALSE,,,
emeril,TRUE,,,
emetal,TRUE,,,
emetic,TRUE,,,
eminem,FALSE,,,
eminor,TRUE,,,
emmity,TRUE,,,
emobot,TRUE,,,
emofag,TRUE,,,
emogay,TRUE,,,
emoish,TRUE,,,
emonic,TRUE,,,
emoren,TRUE,,,
emotes,TRUE,,,
empire,FALSE,,,
employ,TRUE,,,
empty,FALSE,,,
emsish,TRUE,,,
emslie,TRUE,,,
enable,TRUE,,,
enact,FALSE,,,
enayla,TRUE,,,
encase,TRUE,,,
end,FALSE,,,
endads,TRUE,,,
endage,TRUE,,,
endora,TRUE,,,
endure,FALSE,,,
enemy,FALSE,,,
energy,FALSE,,,
enermy,TRUE,,,
engage,FALSE,,,
engine,FALSE,,,
enigma,FALSE,,,
enjoy,FALSE,,,
ennjay,FALSE,,,
enough,FALSE,,,
enribo,TRUE,,,
enroll,TRUE,,,
ensure,TRUE,,,
enter,TRUE,,,
entice,FALSE,,,
entire,FALSE,,,
entity,FALSE,,,
entry,TRUE,,,
enukid,TRUE,,,
eodrin,TRUE,,,
epenis,FALSE,,,
ephram,FALSE,,,
epicka,TRUE,,,
epping,FALSE,,,
ept,TRUE,,,
equal,TRUE,,,
equip,FALSE,,,
equity,FALSE,,,
era,FALSE,,,
eraser,FALSE,,,
erfday,TRUE,,,
erkwad,TRUE,,,
erooni,TRUE,,,
erotic,FALSE,,,
err,TRUE,,,
errno,TRUE,,,
error,FALSE,,,
errred,TRUE,,,
ersatz,TRUE,,,
ertard,TRUE,,,
escamo,TRUE,,,
escape,FALSE,,,
eschay,TRUE,,,
eschew,TRUE,,,
escrew,FALSE,,,
escuro,TRUE,,,
esemah,TRUE,,,
eshlyn,TRUE,,,
eshocd,TRUE,,,
esk1mo,FALSE,,,
eskimo,FALSE,,,
esp,FALSE,,,
espec,TRUE,,,
espeon,TRUE,,,
esprit,FALSE,,,
essay,TRUE,,,
essays,TRUE,,,
est,FALSE,,,
estate,FALSE,,,
estler,TRUE,,,
esunas,TRUE,,,
etard,TRUE,,,
etc,FALSE,,,
ethiaa,TRUE,,,
ethics,TRUE,,,
ethnia,TRUE,,,
ethnic,FALSE,,,
etime,TRUE,,,
etnies,TRUE,,,
ettchi,TRUE,,,
euchre,TRUE,,,
eugeny,TRUE,,,
eunice,FALSE,,,
eunich,TRUE,,,
eunit,TRUE,,,
eunoch,TRUE,,,
eunoia,TRUE,,,
eunuch,TRUE,,,
eureka,FALSE,,,
europe,FALSE,,,
even,TRUE,,,
event,FALSE,,,
ever,FALSE,,,
every,TRUE,,,
evil,FALSE,,,
eviltb,TRUE,,,
evilxp,TRUE,,,
evince,TRUE,,,
evolve,FALSE,,,
ewalk,TRUE,,,
eword,TRUE,,,
exact,FALSE,,,
exam,FALSE,,,
excape,TRUE,,,
exceed,FALSE,,,
except,TRUE,,,
excess,FALSE,,,
excume,TRUE,,,
excuse,TRUE,,,
exdee,TRUE,,,
exdrip,TRUE,,,
exesiv,TRUE,,,
exhale,FALSE,,,
exiles,TRUE,,,
exist,TRUE,,,
exit,FALSE,,,
exlax,TRUE,,,
exodia,FALSE,,,
exodus,FALSE,,,
exotic,FALSE,,,
expand,TRUE,,,
expecs,TRUE,,,
expect,FALSE,,,
expert,TRUE,,,
export,FALSE,,,
expose,TRUE,,,
extacy,FALSE,,,
extasy,FALSE,,,
extend,FALSE,,,
extent,TRUE,,,
extra,TRUE,,,
exuzva,TRUE,,,
eye,FALSE,,,
eyedea,TRUE,,,
eyedot,TRUE,,,
eypal,TRUE,,,
eze,FALSE,,,
ezoons,TRUE,,,
f3ckor,TRUE,,,
f49907,FALSE,,,
fabric,FALSE,,,
face,FALSE,,,
facial,TRUE,,,
facist,TRUE,,,
facker,TRUE,,,
fackle,TRUE,,,
facrot,TRUE,,,
fact,FALSE,,,
factor,TRUE,,,
faddum,TRUE,,,
fade,FALSE,,,
faders,TRUE,,,
fadhut,TRUE,,,
fadjit,TRUE,,,
fadonk,TRUE,,,
fadunk,TRUE,,,
faeces,TRUE,,,
faelle,TRUE,,,
fafafi,TRUE,,,
fafcam,TRUE,,,
fafoin,TRUE,,,
fafter,TRUE,,,
fag,TRUE,,,
fagbag,TRUE,,,
fagger,TRUE,,,
faggin,TRUE,,,
faggio,TRUE,,,
faggog,TRUE,,,
faggor,TRUE,,,
faghag,FALSE,,,
faghat,TRUE,,,
fagjet,TRUE,,,
faglor,TRUE,,,
fagmar,TRUE,,,
fagmoe,TRUE,,,
fagnet,TRUE,,,
fagney,TRUE,,,
fagnus,TRUE,,,
fagnut,TRUE,,,
fagoir,TRUE,,,
fagola,TRUE,,,
fagoot,TRUE,,,
fagort,TRUE,,,
fagoth,TRUE,,,
fagpod,TRUE,,,
fagtop,TRUE,,,
faguck,TRUE,,,
fagwad,TRUE,,,
fagwar,TRUE,,,
fagz0r,TRUE,,,
fahkyu,TRUE,,,
fail,FALSE,,,
faimly,TRUE,,,
faint,FALSE,,,
fair,FALSE,,,
fairly,TRUE,,,
faith,FALSE,,,
faithy,FALSE,,,
fajard,TRUE,,,
fajene,TRUE,,,
fajina,TRUE,,,
fajita,TRUE,,,
fajj,TRUE,,,
fakeer,TRUE,,,
fakhry,TRUE,,,
falken,FALSE,,,
falker,TRUE,,,
fall,TRUE,,,
fallen,FALSE,,,
falope,TRUE,,,
faltor,TRUE,,,
fame,FALSE,,,
famila,TRUE,,,
familf,TRUE,,,
family,FALSE,,,
faming,TRUE,,,
famita,TRUE,,,
famous,FALSE,,,
fan,FALSE,,,
fanart,TRUE,,,
fanboi,TRUE,,,
fanboy,TRUE,,,
fandom,TRUE,,,
fanfag,TRUE,,,
fanfic,FALSE,,,
fanger,TRUE,,,
fangot,TRUE,,,
fangry,TRUE,,,
fangul,TRUE,,,
fanjay,TRUE,,,
fankee,TRUE,,,
fanker,TRUE,,,
fanneh,TRUE,,,
fannie,FALSE,,,
fanson,TRUE,,,
fantor,TRUE,,,
faphat,TRUE,,,
fapkin,TRUE,,,
fapped,TRUE,,,
fappor,TRUE,,,
faqboy,TRUE,,,
far,FALSE,,,
farbod,TRUE,,,
fare,TRUE,,,
fareal,TRUE,,,
fareel,TRUE,,,
farfen,TRUE,,,
fargie,TRUE,,,
fargk,TRUE,,,
fargle,TRUE,,,
faried,TRUE,,,
farish,TRUE,,,
farked,FALSE,,,
farkel,FALSE,,,
farker,FALSE,,,
farler,TRUE,,,
farm,FALSE,,,
farmer,FALSE,,,
farnie,TRUE,,,
farooq,FALSE,,,
fartex,FALSE,,,
fartle,FALSE,,,
fartso,FALSE,,,
faryar,TRUE,,,
fasces,TRUE,,,
fasho,FALSE,,,
fasian,TRUE,,,
fasool,TRUE,,,
fasser,TRUE,,,
fassie,TRUE,,,
fassit,TRUE,,,
fast,FALSE,,,
faster,FALSE,,,
fat,FALSE,,,
fatal,FALSE,,,
fatass,FALSE,,,
fatbot,TRUE,,,
fate,FALSE,,,
fatgon,TRUE,,,
fathat,TRUE,,,
father,FALSE,,,
fatite,FALSE,,,
fatkid,FALSE,,,
fatlip,TRUE,,,
fatmen,TRUE,,,
fatrat,FALSE,,,
fatteh,TRUE,,,
fattie,FALSE,,,
fattin,TRUE,,,
fattis,TRUE,,,
fatwah,TRUE,,,
faughn,TRUE,,,
fauker,TRUE,,,
fault,TRUE,,,
faulty,TRUE,,,
fausty,TRUE,,,
fauxmo,TRUE,,,
favboi,TRUE,,,
favgal,TRUE,,,
favico,TRUE,,,
favor,FALSE,,,
fawney,TRUE,,,
faygot,TRUE,,,
faygut,TRUE,,,
faylo,TRUE,,,
faypos,FALSE,,,
fayzed,TRUE,,,
fazher,TRUE,,,
faziac,TRUE,,,
fazial,TRUE,,,
fazian,TRUE,,,
fazuke,TRUE,,,
fazzio,TRUE,,,
fbcamp,TRUE,,,
fbmodl,TRUE,,,
fbomb,FALSE,,,
fcuker,FALSE,,,
fdawg,TRUE,,,
feagle,TRUE,,,
fealin,TRUE,,,
feanor,TRUE,,,
fear,FALSE,,,
feasel,TRUE,,,
feauxy,TRUE,,,
fecies,TRUE,,,
fecjap,TRUE,,,
fecker,TRUE,,,
feckin,TRUE,,,
fedgie,TRUE,,,
fee,FALSE,,,
feebia,TRUE,,,
feebie,TRUE,,,
feebus,TRUE,,,
feed,TRUE,,,
feeezy,TRUE,,,
feeget,TRUE,,,
feeker,TRUE,,,
feel,FALSE,,,
feelin,FALSE,,,
feenix,FALSE,,,
feesha,TRUE,,,
feezie,TRUE,,,
feisty,FALSE,,,
felade,TRUE,,,
felate,TRUE,,,
feline,FALSE,,,
felite,TRUE,,,
fellow,FALSE,,,
feltch,FALSE,,,
felton,FALSE,,,
female,TRUE,,,
fembot,TRUE,,,
femboy,TRUE,,,
fembro,TRUE,,,
femdom,TRUE,,,
femjac,TRUE,,,
femofo,TRUE,,,
fenake,TRUE,,,
fence,FALSE,,,
fender,FALSE,,,
fenech,FALSE,,,
fenial,TRUE,,,
fenian,TRUE,,,
fenrir,FALSE,,,
fenume,TRUE,,,
ferals,FALSE,,,
ferbis,TRUE,,,
fercil,TRUE,,,
ferien,TRUE,,,
ferior,FALSE,,,
ferken,TRUE,,,
ferkit,TRUE,,,
ferret,FALSE,,,
ferrit,TRUE,,,
fervor,TRUE,,,
fesant,TRUE,,,
fesser,TRUE,,,
fester,TRUE,,,
festie,TRUE,,,
fetess,TRUE,,,
fetish,FALSE,,,
fetrid,TRUE,,,
fetteh,TRUE,,,
fettle,TRUE,,,
fever,FALSE,,,
few,FALSE,,,
fewer,TRUE,,,
fexism,TRUE,,,
fezzik,TRUE,,,
fgt0rz,TRUE,,,
fia,FALSE,,,
fiacso,TRUE,,,
fiasco,FALSE,,,
fiber,TRUE,,,
fichu,TRUE,,,
fickle,TRUE,,,
ficlet,TRUE,,,
fidato,TRUE,,,
fiddin,TRUE,,,
fiddle,TRUE,,,
fiddna,TRUE,,,
fidget,TRUE,,,
fidiot,FALSE,,,
fidler,TRUE,,,
fidolo,TRUE,,,
fidonk,TRUE,,,
field,FALSE,,,
fiento,TRUE,,,
fierce,FALSE,,,
fiesta,FALSE,,,
fievel,TRUE,,,
fiffey,TRUE,,,
fifth,TRUE,,,
fifty,FALSE,,,
figaro,FALSE,,,
figeon,TRUE,,,
figgas,TRUE,,,
figgis,TRUE,,,
figgle,TRUE,,,
fight,FALSE,,,
figjam,FALSE,,,
fignut,TRUE,,,
figure,TRUE,,,
figwit,TRUE,,,
filage,TRUE,,,
file,TRUE,,,
file9,TRUE,,,
fill,FALSE,,,
fillup,FALSE,,,
film,FALSE,,,
filtab,TRUE,,,
filter,FALSE,,,
filthy,FALSE,,,
fimbus,TRUE,,,
fimsla,TRUE,,,
final,FALSE,,,
finazz,TRUE,,,
finbar,FALSE,,,
find,TRUE,,,
findah,TRUE,,,
fine,FALSE,,,
finger,FALSE,,,
fingon,TRUE,,,
finish,TRUE,,,
finkas,TRUE,,,
finkle,TRUE,,,
finnon,TRUE,,,
finraz,TRUE,,,
finski,TRUE,,,
finsky,TRUE,,,
finsta,TRUE,,,
finsto,TRUE,,,
finted,TRUE,,,
firaga,TRUE,,,
fircle,TRUE,,,
fire,FALSE,,,
firkin,TRUE,,,
firm,FALSE,,,
firman,TRUE,,,
firmly,TRUE,,,
first,FALSE,,,
fiscal,FALSE,,,
fish,FALSE,,,
fishay,TRUE,,,
fisher,FALSE,,,
fist,TRUE,,,
fisted,TRUE,,,
fit,FALSE,,,
fitler,TRUE,,,
fitted,FALSE,,,
fittie,TRUE,,,
fittin,TRUE,,,
fitton,TRUE,,,
five,FALSE,,,
five0,FALSE,,,
fiveo,FALSE,,,
fivers,TRUE,,,
fix,FALSE,,,
fixed,FALSE,,,
fixup,FALSE,,,
fixxer,TRUE,,,
fixyo,TRUE,,,
fiyolo,TRUE,,,
fizuck,TRUE,,,
fizzel,TRUE,,,
fizzit,TRUE,,,
fizzle,FALSE,,,
fizzly,TRUE,,,
fizzoo,TRUE,,,
fizzug,TRUE,,,
fizzum,TRUE,,,
flaahs,TRUE,,,
flabbs,TRUE,,,
flacid,TRUE,,,
flag,FALSE,,,
flaget,TRUE,,,
flagle,TRUE,,,
flairy,TRUE,,,
flaker,TRUE,,,
flaman,TRUE,,,
flamar,TRUE,,,
flame,FALSE,,,
flamer,FALSE,,,
flamez,TRUE,,,
flamin,FALSE,,,
flamon,TRUE,,,
flanby,TRUE,,,
flando,TRUE,,,
flange,FALSE,,,
flanky,TRUE,,,
flappy,TRUE,,,
flared,TRUE,,,
flares,TRUE,,,
flash,FALSE,,,
flat,FALSE,,,
flatch,TRUE,,,
flatno,TRUE,,,
flatso,TRUE,,,
flaunt,FALSE,,,
flavas,TRUE,,,
flavin,TRUE,,,
flavor,TRUE,,,
flawed,FALSE,,,
flayar,TRUE,,,
flayed,TRUE,,,
flayer,TRUE,,,
flayra,TRUE,,,
flebin,TRUE,,,
fleche,TRUE,,,
flee,FALSE,,,
fleece,TRUE,,,
fleet,FALSE,,,
flesh,TRUE,,,
fleshy,TRUE,,,
fletch,FALSE,,,
flexed,TRUE,,,
flexer,TRUE,,,
flexin,FALSE,,,
fliboo,TRUE,,,
flicks,TRUE,,,
fligga,TRUE,,,
flight,FALSE,,,
fliiid,TRUE,,,
flimsy,TRUE,,,
flip,FALSE,,,
flipmo,TRUE,,,
flippy,TRUE,,,
flirmy,TRUE,,,
flishk,TRUE,,,
flitre,TRUE,,,
flitty,TRUE,,,
float,FALSE,,,
flobby,TRUE,,,
floben,TRUE,,,
flogan,TRUE,,,
flogic,TRUE,,,
floker,TRUE,,,
flonne,TRUE,,,
flonty,TRUE,,,
floobs,TRUE,,,
flood,FALSE,,,
floods,FALSE,,,
floofa,TRUE,,,
floofy,TRUE,,,
floopy,TRUE,,,
floor,FALSE,,,
floozy,FALSE,,,
flop2,TRUE,,,
floppa,TRUE,,,
floppy,TRUE,,,
floral,FALSE,,,
floser,TRUE,,,
flossa,TRUE,,,
flossy,FALSE,,,
flotar,TRUE,,,
flotch,TRUE,,,
floufy,TRUE,,,
flour,FALSE,,,
flouse,TRUE,,,
flow,FALSE,,,
flower,FALSE,,,
flreak,TRUE,,,
flubby,TRUE,,,
fluid,TRUE,,,
flukey,TRUE,,,
flumdo,TRUE,,,
flumph,TRUE,,,
flumpy,TRUE,,,
flurch,TRUE,,,
flurge,TRUE,,,
flurpy,TRUE,,,
flusty,TRUE,,,
fluzie,TRUE,,,
fly,FALSE,,,
flyboy,FALSE,,,
flyguy,FALSE,,,
flying,FALSE,,,
flyntn,TRUE,,,
fmitga,TRUE,,,
fng,TRUE,,,
fnp90,FALSE,,,
fob,TRUE,,,
fochus,TRUE,,,
focked,TRUE,,,
focus,FALSE,,,
fod,TRUE,,,
fodder,FALSE,,,
foddle,TRUE,,,
foetal,TRUE,,,
foeva,TRUE,,,
foff,FALSE,,,
fofofo,TRUE,,,
fofoka,TRUE,,,
fog,FALSE,,,
fogger,TRUE,,,
foghat,TRUE,,,
fogit,TRUE,,,
fogmar,TRUE,,,
fohawk,TRUE,,,
fohead,TRUE,,,
foible,TRUE,,,
fokker,TRUE,,,
fold,TRUE,,,
folded,TRUE,,,
folk,TRUE,,,
folkin,TRUE,,,
follow,TRUE,,,
follup,TRUE,,,
folsom,TRUE,,,
fomper,TRUE,,,
fondle,TRUE,,,
fondue,FALSE,,,
fonged,TRUE,,,
fonger,TRUE,,,
fonish,TRUE,,,
fonkey,TRUE,,,
fonyun,TRUE,,,
fonzed,TRUE,,,
foobag,TRUE,,,
foobar,FALSE,,,
foobie,TRUE,,,
fooble,TRUE,,,
food,FALSE,,,
foodle,TRUE,,,
foodog,TRUE,,,
foofin,TRUE,,,
foofoo,TRUE,,,
foogla,TRUE,,,
foogle,FALSE,,,
foogly,TRUE,,,
foojoe,TRUE,,,
foojoo,TRUE,,,
fooker,TRUE,,,
fookie,TRUE,,,
fookin,TRUE,,,
fookra,TRUE,,,
fool,FALSE,,,
foolin,TRUE,,,
foolio,TRUE,,,
foonet,TRUE,,,
foonie,TRUE,,,
fooper,TRUE,,,
foopid,TRUE,,,
fooser,TRUE,,,
foot,TRUE,,,
footer,FALSE,,,
footex,TRUE,,,
foothy,TRUE,,,
foozle,TRUE,,,
foozor,TRUE,,,
fop,TRUE,,,
foquin,FALSE,,,
for,TRUE,,,
foravi,TRUE,,,
forbid,TRUE,,,
force,FALSE,,,
forces,FALSE,,,
foreow,TRUE,,,
forest,FALSE,,,
foreva,FALSE,,,
forget,TRUE,,,
fork,FALSE,,,
forked,TRUE,,,
forkeh,TRUE,,,
forkin,FALSE,,,
forler,TRUE,,,
form,FALSE,,,
formal,FALSE,,,
format,TRUE,,,
forme,TRUE,,,
former,TRUE,,,
fortey,TRUE,,,
forth,TRUE,,,
forty,FALSE,,,
forum,TRUE,,,
forzan,TRUE,,,
fosbas,TRUE,,,
fosho,TRUE,,,
foshow,TRUE,,,
fossie,TRUE,,,
fossil,FALSE,,,
foster,FALSE,,,
fotard,TRUE,,,
fotru,TRUE,,,
found,FALSE,,,
four,FALSE,,,
fourc,FALSE,,,
fourth,TRUE,,,
fowdie,TRUE,,,
fowine,TRUE,,,
foxbot,TRUE,,,
foxers,TRUE,,,
foxley,TRUE,,,
foynls,TRUE,,,
fpa,FALSE,,,
fr0ggy,FALSE,,,
fraajt,TRUE,,,
fracas,FALSE,,,
fracus,TRUE,,,
fradam,TRUE,,,
fragin,TRUE,,,
fragma,TRUE,,,
fragoo,TRUE,,,
fraino,TRUE,,,
frame,FALSE,,,
frames,TRUE,,,
framus,TRUE,,,
framzy,TRUE,,,
france,FALSE,,,
franci,TRUE,,,
franga,FALSE,,,
frango,FALSE,,,
franky,FALSE,,,
frappa,TRUE,,,
frappe,TRUE,,,
frappy,TRUE,,,
frasky,TRUE,,,
fratty,TRUE,,,
fraud,FALSE,,,
freaky,FALSE,,,
freals,TRUE,,,
frealz,TRUE,,,
free,FALSE,,,
freeds,FALSE,,,
freely,TRUE,,,
freeno,TRUE,,,
freeth,TRUE,,,
freeze,FALSE,,,
freezy,FALSE,,,
french,FALSE,,,
frendy,FALSE,,,
frenum,TRUE,,,
frenzy,FALSE,,,
frepit,TRUE,,,
fresan,TRUE,,,
fresh,FALSE,,,
freshy,FALSE,,,
frezgi,TRUE,,,
fribus,TRUE,,,
friday,FALSE,,,
fridge,FALSE,,,
friend,FALSE,,,
frieze,TRUE,,,
frigga,TRUE,,,
frigid,TRUE,,,
frilla,TRUE,,,
frilly,TRUE,,,
frillz,TRUE,,,
fring,TRUE,,,
fringe,FALSE,,,
frings,TRUE,,,
frinks,TRUE,,,
friri,TRUE,,,
frisbe,FALSE,,,
frisby,TRUE,,,
frisko,FALSE,,,
frisky,FALSE,,,
fritzy,FALSE,,,
frivia,TRUE,,,
frizbe,TRUE,,,
froddy,TRUE,,,
frodie,TRUE,,,
froggy,FALSE,,,
frogis,TRUE,,,
frohan,TRUE,,,
froken,TRUE,,,
frolly,TRUE,,,
from,FALSE,,,
froman,TRUE,,,
frombe,TRUE,,,
fromo,TRUE,,,
fronky,TRUE,,,
front,TRUE,,,
fronta,TRUE,,,
fronts,TRUE,,,
frontu,TRUE,,,
fronty,TRUE,,,
froody,TRUE,,,
frooty,FALSE,,,
frorya,TRUE,,,
frosch,TRUE,,,
frosty,FALSE,,,
frotch,TRUE,,,
frothy,FALSE,,,
frowie,TRUE,,,
frown,TRUE,,,
frozen,FALSE,,,
frugal,FALSE,,,
frugee,TRUE,,,
frugly,TRUE,,,
fruit,FALSE,,,
fruita,FALSE,,,
fruity,FALSE,,,
frumfy,TRUE,,,
frumpy,TRUE,,,
frungy,TRUE,,,
frunky,TRUE,,,
fruuky,TRUE,,,
frying,FALSE,,,
frylok,TRUE,,,
fsk405,TRUE,,,
fteen,TRUE,,,
fti,TRUE,,,
ftown,TRUE,,,
ftw,FALSE,,,
fublak,TRUE,,,
fublic,TRUE,,,
fubogo,TRUE,,,
fuckah,FALSE,,,
fuckak,FALSE,,,
fuckar,FALSE,,,
fucked,FALSE,,,
fuckee,FALSE,,,
fuckel,FALSE,,,
fucker,FALSE,,,
fucket,FALSE,,,
fuckie,FALSE,,,
fuckin,FALSE,,,
fuckit,FALSE,,,
fuckle,FALSE,,,
fuckmo,FALSE,,,
fucku,FALSE,,,
fuckup,FALSE,,,
fuctup,FALSE,,,
fudbox,TRUE,,,
fudged,TRUE,,,
fudger,TRUE,,,
fudgey,TRUE,,,
fudgie,TRUE,,,
fudunk,TRUE,,,
fuel,FALSE,,,
fufanu,TRUE,,,
fuffer,TRUE,,,
fuffle,TRUE,,,
fufner,TRUE,,,
fugasi,TRUE,,,
